Found,quasiharmonic,mode,:,phonon
T(K),volume,F(eV),S(J/K),H(J/K),a(-6/K),Cp(J/mol),Cv,Cpion,Bt(GPa),T_ph-D(K),T-D(K),F_el_atom,S_el_atom,C_el_atom,M_el,Seebeck_coefficients(10**-6,V/K),Lorenz_number(WOK^{-2}),Q_el,Q_p,Q_e,C_mu,W_p,W_e,Y_p,Y_e
1520,15.922032856345773,-5.2432001093733005,68.98068963342783,-401041.25568169303,2.0395708841824424e-05,30.40877552282759,26.05517304821082,29.21178638789251,79.7876453473115,397.7785416387544,348.5921259868129,-0.008596395472335054,1.120250929800765,1.19698913493508,0.03751089828856513,30.20322797806811,2.656856337940578e-08,0.0402377538332546,0.0216712053773916,0.018566538977620506,1.2380726115154865,0.024231643487266256,0.016006110345988343,0.027672658027002948,0.02767265802690987,0.6948939789507323,1.883110167292884
1525,15.926908570022771,-5.246802028291796,69.08077357143345,-400891.2565711876,2.0427978511895385e-05,30.437589232672796,26.060889007909243,29.23553044745482,79.67118452435578,397.5668264411345,348.39023327182696,-0.00865707937915308,1.1245421439100807,1.2020587852179772,0.03765353260494732,30.15566429898326,2.6580214869232002e-08,0.0403904612074539,0.021752432331483575,0.01863801939598059,1.243168456234119,0.02432295490349529,0.016067506303958607,0.027776977222471445,0.027776977222380136,0.6920812887633995,1.883864326649731
1530,15.931793508866182,-5.250409907303912,69.18062563841872,-400741.18644557585,2.046041919103116e-05,30.466513942483772,26.066613369766003,29.259370630066176,79.55441683591289,397.3547117538287,348.1879585627338,-0.00871800973215657,1.128839501473643,1.2071433124175943,0.03779577846792265,30.107716620204723,2.659198384744624e-08,0.04054335529348076,0.021833727930800188,0.01870961788093723,1.2482775531565125,0.024414312420307876,0.01612904287317288,0.027881412813261338,0.027881412813170376,0.689286585221521,1.8846199472227663
1535,15.936687721526074,-5.254023737546167,69.28024772523565,-400591.045025269,2.049303253679344e-05,30.49555069366411,26.07234627962519,29.28330791685384,79.43734066369541,397.1421954485698,347.9852998450397,-0.008779187065368366,1.133143045081586,1.2122427768102708,0.03793763157890352,30.059387826181787,2.6603869299030092e-08,0.04069643739414547,0.021915092662068526,0.01878133524857353,1.2533999656205763,0.024505716270093247,0.016190721124052225,0.027985965528192838,0.027985965528102574,0.6865096879540108,1.8853770390671265
1540,15.94159125711535,-5.257643510276851,69.37964170782244,-400440.8320275781,2.052582021933128e-05,30.524700528639993,26.078087881194506,29.307343290716105,79.31995428627393,396.9292753724983,347.78225508508604,-0.008840611917243762,1.1374528174312073,1.2173572379238857,0.03807908762785214,30.010680797777596,2.6615870196944987e-08,0.040849708821676455,0.021996527016806544,0.01885317231959985,1.2585357563519484,0.024597166693733248,0.016252542127943203,0.028090636102012637,0.028090636101922698,0.6837504210618618,1.886135609595106
1545,15.946504165215638,-5.261269216875551,69.47880944742928,-400290.5471666916,2.055878391251932e-05,30.55396449644479,26.083838316086283,29.331477741893522,79.20225604881892,396.7159493461083,347.5788222298052,-0.008902284830659047,1.1417688613262618,1.2224867545512712,0.03822014229301577,29.96159841274935,2.6627985502676623e-08,0.04100317089767194,0.022078031491300266,0.01892512991932836,1.2636849874773128,0.024688663946089925,0.016314506951582014,0.02819542527539048,0.02819542527530092,0.6810086105225258,1.8868956667641033
1550,15.951426495876609,-5.264900848842716,69.57775279081862,-400140.1901536906,2.0591925306011747e-05,30.583343650012463,26.089597723856567,29.35571226524907,79.08424422106845,396.50221516375495,347.37499920674907,-0.008964206352992754,1.1460912196758766,1.2276313847633884,0.038360791240661135,29.912143546240205,2.664021416677301e-08,0.041156824953036505,0.022159606586574787,0.01899720887763839,1.2688477205375188,0.024780208282953277,0.016376616670083225,0.028300333794907546,0.028300333794818926,0.6782840859545104,1.8876572167908992
1555,15.956358299627814,-5.268538397799256,69.67647357049981,-399989.76069650677,2.062524614030571e-05,30.6128390679429,26.09536624204494,29.38004788201885,78.96591711051566,396.2880705953709,347.17078392359866,-0.00902637703612846,1.1504199354944877,1.2327911859240543,0.03850103012478138,29.862319071220817,2.6652555129383562e-08,0.041310672327951214,0.022241252808382288,0.01906941002895878,1.2740240165021461,0.024871799953003735,0.016438872374947476,0.028405362413067327,0.028405362412979376,0.6755766759608588,1.8884202700309836
1560,15.961299627485278,-5.272181855486147,69.77497360494867,-399839.25849989883,2.0658748145241387e-05,30.642451822976216,26.101144006215364,29.40448560827203,78.84727297711737,396.0735133820601,346.9661742678911,-0.009088797436501893,1.154755051901478,1.237966214704185,0.038640854586817326,29.812127858933614,2.6665007320784522e-08,0.041464714371831836,0.022322970667183504,0.019141734212244424,1.2792139357835994,0.024963439221117493,0.016501275150714343,0.02851051188829758,0.02851051188820834,0.6728862141499384,1.8891848332782315
1565,15.966250530949088,-5.275831213763996,69.87325469879156,-399688.68326547317,2.0692433072012738e-05,30.67218299806398,26.10693114999294,29.429026470968452,78.72831007098596,395.85854123993374,346.76116810711983,-0.009151468115139007,1.159096612120218,1.243156527095528,0.038780260255411925,29.76157277935518,2.6677569661897764e-08,0.04161895244326383,0.022404760678116663,0.019214182270942508,1.2844175382507343,0.02505512636063202,0.01656382608263181,0.02861578298493386,0.02861578298484526,0.6702125360908431,1.8899509135744712
1570,15.971211062017609,-5.2794864646127575,69.97131864303995,-399538.03469163383,2.072630272155644e-05,30.702033697773537,26.112727805104978,29.453671519347296,78.60902661074219,395.6431518562855,346.5557632881452,-0.009214389637679838,1.1634446594784926,1.248362178426242,0.03891924274608003,29.710656701596704,2.66902410648084e-08,0.041773387909984694,0.022486623360993836,0.019286755052978315,1.289634883244205,0.025146861639313282,0.01662652627067141,0.028721176473242006,0.028721176473155408,0.6675554777098789,1.8907185202518664
1575,15.976181273192415,-5.283147600131297,70.06916721529483,-399387.31247355987,2.076035889084271e-05,30.732005027668016,26.118534101417904,29.47842180429231,78.48942083420387,395.42734289247426,346.34995763699123,-0.009277562574390396,1.1677992374082888,1.2535832233757054,0.039057797660931745,29.659382494319875,2.670302043327116e-08,0.04192802214884192,0.022568559240282254,0.019359453410732037,1.2948660295910819,0.02523864532360761,0.0166893768252343,0.02882669312941831,0.028826693129332923,0.6649148781496733,1.891487661212167
1580,15.981161217480382,-5.286814612537114,70.16680217993833,-399236.5163032101,2.0794603407350962e-05,30.76209810547257,26.124350166976512,29.503278389483256,78.36949092820113,395.21111198030746,346.14374895875824,-0.009340987500248789,1.1721603894454717,1.2588197159893117,0.039195920588395605,29.607753026153237,2.671590666320996e-08,0.04208285654574519,0.022650568845083305,0.019432278201011878,1.3001110356194512,0.025330477700070925,0.016752378845674265,0.02893233373558666,0.02893233373549878,0.6622905786157888,1.8922583443616163
1585,15.98615094840436,-5.2904874941659985,70.26422528834617,-399085.6458692843,2.08290381156738e-05,30.792314058708342,26.130176128041196,29.528242349013983,78.24923508823905,394.9944567243852,345.9371350371813,-0.009404664994949163,1.176528159230169,1.2640717096943583,0.039333607102952285,29.555771166067558,2.672889864321597e-08,0.042237892495641714,0.02273265270912032,0.01950523028504159,1.3053699591740315,0.02542235905923346,0.016815533436408254,0.02903809907980617,0.029038099079719507,0.6596824222048144,1.8930305777943939
1590,15.991150520004078,-5.2941662374717025,70.36143827907286,-398934.70085722214,2.086366488183167e-05,30.822654023123064,26.1360121091251,29.553314765808135,78.1286514586404,394.77737470114914,345.7301136345925,-0.009468595642920425,1.180902590506597,1.269339257314929,0.03947085276478059,29.503439783776898,2.6741995255027443e-08,0.04239313140247131,0.022814811370725305,0.019578310528428906,1.310642857630839,0.02551428968231594,0.016878841720155364,0.02914398995608039,0.02914398995599425,0.6570902546944769,1.8938043687108812
1595,15.996159986848735,-5.297850835025702,70.45844287806557,-398783.6809491597,2.089848561312538e-05,30.853119156010656,26.141858233032323,29.57849674492221,78.00773820491136,394.5598634582043,345.52268249139985,-0.009532780033406296,1.1852837271237777,1.2746224110884457,0.03960765311949528,29.45076175008641,2.6755195374017023e-08,0.042548574679149874,0.02289704537282975,0.019651519801158125,1.315929787913415,0.02560626986146368,0.016942304817686184,0.02925000716436804,0.029250007164280813,0.6545139218445912,1.8945797269370783
1600,16.001179404041466,-5.301541279516884,70.55524079885252,-398632.5858239123,2.0933502218372667e-05,30.883710613652394,26.147714620895364,29.603789390970903,77.8864934337134,394.34192051262056,345.3148393259022,-0.009597218760455585,1.189671613035766,1.2799212226814904,0.03974400369785227,29.397739937259686,2.676849786966555e-08,0.0427042237475347,0.0229793552629505,0.019724858977569593,1.3212308065083618,0.025698299900853143,0.01700592384668155,0.029356151510588263,0.029356151510501624,0.6519532735983504,1.8953566593434843
1605,16.006208827223226,-5.3052375637513025,70.6518337427268,-398481.4151569676,2.0968716637792697e-05,30.914429570490014,26.153581392210363,29.629193827284524,77.76491528747464,394.1235433529056,345.1065818341284,-0.009661912422993774,1.19406629230194,1.2852357432054917,0.039879900015417434,29.344377219376213,2.67819016060228e-08,0.04286008003839116,0.02306174159317916,0.019798328936336984,1.3265459694807245,0.02579038010648989,0.01706969993190126,0.02946242380663125,0.02946242380654451,0.6494081602825972,1.8961351748243978
1610,16.011248312583433,-5.3089396806519416,70.74822339894796,-398330.16862044315,2.1004130839970617e-05,30.94527721002325,26.159458664874553,29.654711186789644,77.64300181513063,393.9047294380999,344.8979076893968,-0.009726861624849875,1.1984678090878682,1.2905660232336058,0.040015337572279604,29.29067647265682,2.679540544217279e-08,0.04301614499137718,0.02314420492017518,0.019871930560458655,1.331875332490508,0.02588251077557114,0.01713363421580604,0.02956882487037195,0.02956882487028568,0.6468784351828102,1.8969152808418301
1615,16.016297916865636,-5.312647623258482,70.84441144492574,-398178.8458830683,2.1039746826216632e-05,30.976254736692542,26.165346555222897,29.680342623875422,77.52075113229137,393.6854761955025,344.68881454208014,-0.009792066974779544,1.202876207665925,1.2959121128171198,0.04015031185272221,29.236640575797487,2.6809008232685974e-08,0.043172420055018056,0.023226745805158225,0.019945664737240132,1.3372189508087224,0.0259746922217558,0.017197727833262254,0.029675355525683754,0.029675355525597958,0.6443639513349012,1.897696987685162
1620,16.02135769737619,-5.316361384727128,70.94039954641147,-398027.4466101535,2.107556659082123e-05,31.007363349158155,26.17124517806318,29.706089287655942,77.39816128043749,393.4657810233084,344.47930001924675,-0.00985752908652354,1.2072915324162037,1.3012740615022116,0.04028481832490956,29.182272410280024,2.682270882806421e-08,0.04332890668669037,0.02330936481390298,0.02001953235828322,1.342576879333749,0.026066924766111103,0.017261981920579275,0.029782016602454622,0.02978201660236904,0.6418645667441344,1.8984803014192548
1625,16.026427711982752,-5.3200809583303075,71.03618935765515,-397875.970463598,2.111159218597171e-05,31.038604273027058,26.177154646712214,29.731952354681027,77.27523027675707,393.24564128651144,344.26936172472256,-0.009923248578842534,1.2117138278267345,1.3066519183460312,0.04041885244058442,29.127574860714017,2.6836506075179023e-08,0.043485606352579934,0.023392062516722097,0.020093534319460947,1.3479491726070871,0.026159208728943492,0.017326397623636452,0.02988880893658676,0.02988880893650097,0.6393801391227399,1.8992652309186218
1630,16.03150801913782,-5.323806337456661,71.1317825216363,-397724.4171017996,2.1147825686891827e-05,31.06997874797013,26.183075073031738,29.75793301603482,77.15195615993855,393.025054320152,344.0589972381166,-0.009989226075542212,1.2161431384957662,1.312045731935311,0.040552409634704634,29.072550815075413,2.685039881770911e-08,0.043642520527711136,0.023474839488483685,0.02016767152092949,1.3533358848314128,0.026251544425420353,0.017390976102290782,0.0299957333700436,0.029995733369956933,0.6369105274124404,1.9000517858094497
1635,16.03659867787008,-5.327537515610725,71.22718067019598,-397572.78617969016,2.1184269176392485e-05,31.101488017036285,26.18900656746224,29.784032466634425,77.02833693292197,392.8040174278353,343.84820411517927,-0.010055462205542499,1.2205795091315914,1.3174555504018641,0.04068548532515413,29.017203165054642,2.6864385896559283e-08,0.043799650695888814,0.023557696308586125,0.020241944867095213,1.3587370698857566,0.02634393218799448,0.01745571850789434,0.0301027907508375,0.030102790750750626,0.6344555938264389,1.9008399736442962
1640,16.04169974780355,-5.331274486412884,71.32238542424977,-397421.0773486599,2.1220924786464875e-05,31.1331333446775,26.194949239060037,29.810251923236322,76.90437054384826,392.5825278794863,343.6369798870095,-0.010121957602877315,1.2250229845546887,1.3228814214411746,0.040818074912371126,28.961534806295152,2.6878466150285172e-08,0.04395699834972011,0.023640633560972745,0.020316355266621785,1.3641527813435428,0.02643637235450712,0.017520625995212986,0.030209981933072567,0.030209981932986036,0.6320152014499485,1.9016298031297687
1645,16.046811289158498,-5.3350172435992125,71.41739839394215,-397269.2902565621,2.125779466644665e-05,31.164916007440606,26.20090319553076,29.836592615111535,76.78005496937702,392.3605829121546,343.42532206001647,-0.010188712906769362,1.2294736096984809,1.3283233923290694,0.040950173779029264,28.90554863868815,2.6892638415500907e-08,0.04411456499058673,0.023723651834121364,0.020390903632413006,1.3695830724888254,0.02652886525831084,0.01758569973227589,0.03031730777695211,0.030317307776866798,0.629589214841962,1.9024212832818168
1650,16.05193336276406,-5.338765781021359,71.512221178838,-397117.42454765434,2.129488098649006e-05,31.19683729020247,26.206868543263855,29.863055780262588,76.65538813036595,392.13817973149696,343.213228115398,-0.010255728761664628,1.2339314296111474,1.3337815099398804,0.04108177728966732,28.849247566618207,2.6906901527287018e-08,0.044272352128653165,0.023806751721052673,0.02046559088161258,1.3750279963339127,0.026621411235025823,0.017650940893627357,0.030424769148812335,0.030424769148725876,0.6271775013108285,1.9032144216226454
1655,16.057066030058976,-5.3425200926464305,71.60685536807196,-396965.47986260493,2.133218595267664e-05,31.228898497647133,26.21284538736745,29.889642676883803,76.5303679595365,391.9153155074229,343.0006955091093,-0.010323005817269476,1.2383964894565218,1.3392558207633256,0.041212880790390025,28.792634499240613,2.6921254319584758e-08,0.04443036128284145,0.02388993381931871,0.02054041793559032,1.3804876056357767,0.02671401063601706,0.017716350646824395,0.030532366921126916,0.03053236692104077,0.6247799287270037,1.9040092271685136
1660,16.062209353109466,-5.346280172556953,71.7013025405483,-396813.4558384184,2.1369711808705214e-05,31.261100952266982,26.218833831702653,29.916354581343516,76.40499235595416,391.69198737633076,342.7877216711229,-0.01039054472859762,1.2428688345165457,1.3447463709234657,0.04134347960844256,28.735712350692054,2.6935695625591813e-08,0.044588593980859806,0.023973198731023798,0.020615385719950065,1.385961952914387,0.026806663814865773,0.017781930165994032,0.0306401019725584,0.030640101972471297,0.6223963662478668,1.9048057094106385
1665,16.06736339461127,-5.3500460149508,71.79556426509471,-396661.3521084278,2.1407460829467295e-05,31.293445990441683,26.224833978916458,29.94319278424569,76.2792591701323,391.46819244116426,342.5743040053444,-0.010458346156007988,1.2473485101924509,1.3502532061959946,0.04147356905190488,28.678484040347158,2.6950224278144472e-08,0.04474705175918541,0.024056547062816125,0.020690495164520675,1.3914510904694903,0.026899371118223887,0.01784768064096153,0.03074797518796637,0.03074797518788088,0.6200266850059016,1.9056038773214603
1670,16.072528217903034,-5.353817614141159,71.8896421006399,-396509.16830224707,2.144543528821173e-05,31.325934950930424,26.230845930477138,29.970158578903494,76.15316626483677,391.2439277683805,342.36043988905794,-0.0105264107652688,1.2518355620070458,1.355776372026931,0.041603144409260974,28.62095249302991,2.6964839110097334e-08,0.04490573616308529,0.024139979425905404,0.020765747203359313,1.3969550703986784,0.026992132901183165,0.01791360326190212,0.030855987458453957,0.030855987458367592,0.6176707590989662,1.9064037379088852
1675,16.077703886963924,-5.357594964556402,71.98353759635518,-396356.9040457692,2.1483637539029718e-05,31.358569212331272,26.23686978670547,29.99725329878169,76.02671148905316,391.0191903898501,342.1461266730254,-0.01059473922755306,1.2563300356056917,1.361315913549581,0.0417322009491031,28.563120639272128,2.697953895468965e-08,0.04506464874658972,0.024223496436049406,0.020841142774738395,1.4024739446138357,0.02708494953122291,0.01797969921536681,0.03096413968136828,0.03096413968128065,0.6153284608536803,1.9072053028702172
1680,16.082890466443466,-5.361378060740284,72.07725229187405,-396204.5589610595,2.1522069924191157e-05,31.391350144557588,26.242905646811092,30.024478268952382,75.89989260869405,390.79397730045304,341.93136168025006,-0.010663332219577706,1.2608319767601193,1.3668718756052047,0.04186073391967129,28.50499141544346,2.6994322645918364e-08,0.04522379107256505,0.024307098713594072,0.020916682821178194,1.408007764861007,0.027177821379920423,0.018045969692644628,0.031072432760376766,0.03107243276028987,0.6129996678998756,1.9080085785664667
1685,16.088088021640672,-5.3651668973516475,72.17078771737297,-396052.13266643026,2.1560734831154615e-05,31.424279145160995,26.24895360892143,30.05183484240286,75.77270744408175,390.5682854601415,341.71614220684177,-0.010732190423542459,1.265341431368113,1.372444302758133,0.041988738548522586,28.446567764071983,2.7009189018881335e-08,0.04538316471264049,0.02439078688344397,0.020992368289403235,1.4135565827351275,0.02727074880817812,0.01811241590446238,0.03118086760544679,0.031180867605358174,0.6106842571542841,1.9088135744955288
1690,16.093296618546525,-5.3689614691647884,72.26414539382974,-395899.62477627554,2.1599634714347342e-05,31.457357640987887,26.255013770119724,30.079324401669748,75.64515373601107,390.3421117894037,341.50046552025725,-0.010801314527247547,1.269858445458514,1.3780332393181391,0.04211621004209944,28.38785263390682,2.7024136910146416e-08,0.04554277124732007,0.024474561575114604,0.021068200130401907,1.4191204497014491,0.027363732187811917,0.018179039059508156,0.03128944513293654,0.03128944513284982,0.6083821058769024,1.9096203018077822
1695,16.09851632382668,-5.372761771069198,72.35732683310883,-395747.03490113164,2.1638771994802925e-05,31.490587047268694,26.261086226472926,30.10694831791267,75.51722925249499,390.1154531738014,341.28432886001644,-0.010870705224143004,1.2743830651914152,1.3836387293560206,0.04224314358532524,28.328848980212676,2.7039165158079877e-08,0.04570261226592634,0.024558423422715234,0.02114417929938738,1.4246994171106764,0.027456771901137926,0.01824584036478842,0.0313981662655926,0.03139816626550492,0.6060930959953852,1.9104287670608093
1700,16.10374720484359,-5.376567798069776,72.45033353815569,-395594.36264759477,2.167814918592303e-05,31.52396882019713,26.26717107306718,30.13470800347336,75.38893167307623,389.8883064591806,341.06772943678646,-0.010940363213319648,1.278915336861635,1.3892608167237677,0.042369534341228726,28.26955976489731,2.7054272603191153e-08,0.04586268936665717,0.02464237306497365,0.021220306755829563,1.4302935362183227,0.027549868329953788,0.018312821036703383,0.03150703193260169,0.03150703193251285,0.6038171083901521,1.9112389803830374
1705,16.108989329665643,-5.380379545286883,72.54316700315385,-395441.60761828214,2.171776881901566e-05,31.557504430029194,26.273268404039328,30.162604884955776,75.26025871614634,389.66066845327356,340.8506644320032,-0.011010289199627606,1.2834553069012875,1.3948995450734196,0.04249537745049704,28.20998795668803,2.7069458088464005e-08,0.0460230041566106,0.024726411145253986,0.021296583463462294,1.4359028582028601,0.027643021848698462,0.01837998230791213,0.031616043069635405,0.03161604306954775,0.6015540252740665,1.912050952051454
1710,16.11424276707603,-5.384197007956432,72.6358287136819,-395288.76941179065,2.1757633450000805e-05,31.591195357493216,26.279378312609445,30.190640399617266,75.1312080406242,389.43253592412464,340.63313099750417,-0.011080483893698184,1.2880030218824063,1.4005549578759513,0.042620668031033114,28.1501365313027,2.708472045968086e-08,0.046183558251811196,0.024810538311574225,0.02137301039029199,1.4415274341838908,0.027736232845154078,0.018447325406657115,0.03172520061889376,0.03172520061880625,0.5993037314966042,1.9128646905560192
1715,16.11950758657865,-5.388020181429919,72.72832014685548,-395135.8476226712,2.179774566584187e-05,31.62504310049325,26.285500891111784,30.218816002053583,75.00177729730872,389.203905600425,340.41512625528367,-0.011150948011974263,1.2925585285193588,1.4062270984396674,0.04274540117756355,28.09000847162271,2.7100058565736276e-08,0.046344353277227815,0.02489475521661562,0.021449588508606135,1.4471673152398186,0.02782950171513352,0.0185148515620943,0.03183450552913613,0.03183450552904788,0.5970661132579711,1.9136802044212238
1720,16.124783858412215,-5.391849061174653,72.82064277149635,-394982.8418413729,2.183810811698775e-05,31.659049188052293,26.291636231027326,30.247133178122436,74.87196409989004,388.97477417064624,340.1966472969093,-0.011221682276814873,1.2971218736720835,1.411916009929856,0.042869571961181845,28.029606767830156,2.7115471258951623e-08,0.046505390866820095,0.024979062517748438,0.02152631879499395,1.4528225524267055,0.027922828856075523,0.018582562010744576,0.03194395875573555,0.031943958755648455,0.5948410566935058,1.9144975042660293
1725,16.130071653565466,-5.3956836427738954,72.9127980482959,-394829.75165418035,2.1878723496036152e-05,31.693215171057155,26.29778442301607,30.275593435668522,74.74176603885009,388.74513828207864,339.9776911828914,-0.011292687416503761,1.3016931043495692,1.4176217353886316,0.04299317542884715,27.96893441753594,2.7130957395382757e-08,0.04666667266359253,0.025063460877063855,0.021603202230368587,1.4584931967972967,0.028016214660461884,0.018650458003130636,0.03205356126074228,0.03205356126065296,0.5926284489523568,1.9153166012206142
1730,16.13537104378171,-5.399523921926967,73.0047874299566,-394676.5766431835,2.19195944709111e-05,31.727542587216615,26.303945556947628,30.304198269463168,74.61118065274773,388.51499454064043,339.75825494249557,-0.01136396416531925,1.3062722677123957,1.4233443177534513,0.04311620660300966,27.907994425940164,2.714651583511577e-08,0.04682820031961476,0.025147950961381338,0.02168023979998015,1.464179299418788,0.028109659534064066,0.018718540785550707,0.032163314012910255,0.032163314012823185,0.5904281826451128,1.9161375002911294
1735,16.140682101561556,-5.403369894449371,73.09661236131392,-394523.31638627726,2.196072381815796e-05,31.762033037288827,26.310119721931557,30.332949237413377,74.48020557250733,388.2843395102744,339.53833557362884,-0.01143551326359048,1.3108594110753276,1.4290837998754495,0.04323866048107479,27.846789806001603,2.716214544255184e-08,0.04698997549604473,0.025232533442270597,0.021757432493416676,1.469880911390423,0.028203163889646464,0.018786811606398276,0.03227321798774791,0.03227321798765983,0.5882401454799854,1.916960215685614
1740,16.146004900198374,-5.407221556273232,73.18827427956444,-394369.970457004,2.2002114339428496e-05,31.79668812161087,26.316307006351817,30.361847897068902,74.34883821174358,388.05316971145396,339.31793004137205,-0.01150733545778622,1.3154545819127639,1.4348402245419645,0.04336053203493026,27.785323578461966,2.7177845086709784e-08,0.04715199986324896,0.02531720899610481,0.021834781304671383,1.4755980838649687,0.028296728141829573,0.018855271721419396,0.032383274167607896,0.032383274167518475,0.5860642305923418,1.9177847554834044
1745,16.151339513763197,-5.411078903447207,73.27977461433684,-394216.53842461144,2.204376884037477e-05,31.83150945503841,26.32250749789417,30.390895820545683,74.21707611756639,387.8214816211985,339.0970352786045,-0.01157943150048327,1.320057827859898,1.440613634492725,0.04348181621050256,27.723598772074553,2.7193613641488158e-08,0.04731427510077432,0.025401978304053753,0.021912287232121214,1.481330868064297,0.028390352701203492,0.018923922399570824,0.0324934835416959,0.0324934835416065,0.5839003317093954,1.9186111287621974
1750,16.156686017133975,-5.414855684294181,73.37200021889838,-394053.1486979218,2.208569022061294e-05,31.86648297837688,26.328705565711473,30.4200789059351,74.08491675644498,387.63923319235624,338.89625445735516,-0.01165180215055215,1.3246691967178925,1.4464040724417824,0.043602507927192384,27.661618423648676,2.720944998595072e-08,0.04747680289745863,0.025486842052139923,0.021989951278581325,1.487079315300303,0.028484037992613728,0.018992764904844885,0.03260384710616647,0.03260384710607646,0.5817475400234096,1.9194405603697198
1755,16.162044485999996,-5.418611611348442,73.46433935052687,-393886.6253900682,2.212788137665883e-05,31.90162133481989,26.334912284379175,30.449409753723792,73.95235752727574,387.4722080256528,338.7013170796499,-0.011724448173103008,1.329288736456902,1.4522115810960983,0.043722602077406726,27.59938557818541,2.7225353004586218e-08,0.0476395849514662,0.02557180093125698,0.022067774451322266,1.49284347699268,0.028577784446198743,0.019061800505267446,0.0327143658641655,0.03271436586407428,0.5796063200767332,1.9202722112791144
1760,16.167414996872996,-5.422372959154061,73.55652362937337,-393719.9742547897,2.217034527448461e-05,31.93693102114871,26.34113254156213,30.478894817973302,73.81939585830467,387.30523379423295,338.5059416220899,-0.011797370339621149,1.3339164952198206,1.4580362031754046,0.04384209352604138,27.536903288987798,2.724132158757289e-08,0.04780262297034779,0.025656855637201173,0.02214575776209837,1.4986234046879061,0.02867159249245618,0.0191310304778916,0.032825040825890994,0.03282504082580004,0.5774768135457958,1.9211057225254113
1765,16.172797627104245,-5.426139722601072,73.64855447375024,-393553.1946185199,2.2213084911865884e-05,31.97241374655134,26.347366421082864,30.508535765118896,73.68602913387251,387.13831152502496,338.31012527068947,-0.011870569427986631,1.3385525213266645,1.4638779814324416,0.043960977109913243,27.474174617737063,2.7257354631031817e-08,0.04796591867112304,0.02574200687071489,0.02222390222718673,1.5044191500785362,0.028765462559014913,0.019200456112108126,0.03293587300867132,0.032935873008580155,0.5753589183461678,1.9219411041426169
1770,16.178192454891885,-5.429911896679739,73.7404332953409,-393386.2858007304,2.225610334973353e-05,32.00807125153153,26.35361400623621,30.538334292859243,73.55225469138026,386.97144223631545,338.11386518065467,-0.011944046222564368,1.3431968632781373,1.4697369586722888,0.04407924763726089,27.411202634607246,2.7273451037274942e-08,0.04812947378033353,0.025827255337512546,0.022302208867414356,1.5102307650216693,0.028859395088086076,0.019270078692247464,0.0330468634370174,0.03304686343692761,0.5732525328078717,1.9227783673572545
1775,16.183599559301598,-5.433689476480532,73.83216149937371,-393219.2471137848,2.229940366748746e-05,32.04390528786313,26.359875379818455,30.568292110089764,73.4180698543494,386.80462694305027,337.91715847563086,-0.012017801514264338,1.3478495697605621,1.4756131777733683,0.044196899887130735,27.34799041832085,2.728960971505201e-08,0.048293290034143496,0.02591260174833348,0.022380678708205995,1.5160583015589533,0.02895339052688537,0.01933989950725813,0.03315801314271423,0.03315801314262379,0.571157557662657,1.9236175215188753
1780,16.18901902026545,-5.437472457194333,73.92374048472662,-393052.07786293427,2.2342989004402677e-05,32.079917639366734,26.366150624156116,30.598410957661113,73.28347192884507,386.63786665349255,337.7200022477448,-0.01209183610058543,1.3525106896488361,1.481506681705621,0.04431392860890229,27.284541056290244,2.7305829579779433e-08,0.0484573691783711,0.025998046818956243,0.0224593127796011,1.5219018119339596,0.029047449321900256,0.019409919856470836,0.03326932316485581,0.03326932316476641,0.5690738937921149,1.924458577526855
1785,16.194450918613867,-5.441260834112411,74.01517164413279,-392884.7773461072,2.2386862577973196e-05,32.1161101277166,26.37243982113783,30.628692614163597,73.1484581547306,386.4711623695008,337.5223935564419,-0.012166150785715885,1.357180272012616,1.4874175135530052,0.04443032852159207,27.22085764461774,2.732210955378055e-08,0.048621712968632526,0.02608359127027312,0.022538112116323415,1.5277613486135515,0.029141571918160282,0.01948014105047223,0.03338079454996764,0.03338079454987635,0.5670014420883142,1.9253015480545979
1790,16.199895336075702,-5.4450546026266045,74.10645636428538,-392717.34485389176,2.2431027583018015e-05,32.152484566242954,26.37874305224206,30.65913884971102,73.01302577553216,386.30451508634565,337.3243294284831,-0.012240746380595626,1.3618583661195678,1.4933457165319337,0.04454609431336371,27.156943288224525,2.7338448566504126e-08,0.04878632317038302,0.026169235828307796,0.022617077757804332,1.533636964305492,0.029235758775766382,0.01955056439461665,0.03349242835204591,0.033492428351953735,0.5649401078894867,1.926146440627073
1795,16.205352355289232,-5.44885375822951,74.19759602597804,-392549.7796694539,2.247548731704527e-05,32.189042819625676,26.385060398565827,30.689751485614522,72.87717198043791,386.13792579301355,337.1258068575453,-0.012315623702971573,1.3665450214398016,1.49929133401115,0.04466122064089605,27.092801100934842,2.7354845554741527e-08,0.04895120155899944,0.026254981224260093,0.022696210748220702,1.5395287119773848,0.029330010358961843,0.019621191200037597,0.033604225632637146,0.033604225632545434,0.5628897950347626,1.92699326682172
1800,16.21082205983225,-5.452658296514465,74.28859200429972,-392382.08106833213,2.2520245149719506e-05,32.22578679290481,26.39139194085602,30.720532383370735,72.74089395887718,385.9713954725237,336.9268228031264,-0.012390783577449143,1.37124028765214,1.5052544095340792,0.044775702128715754,27.02843420546996,2.7371299462848773e-08,0.04911634991992646,0.026340828194576112,0.022775512136570947,1.5454366448778836,0.02942432713054848,0.019692022789377976,0.033716187460952826,0.03371618746086279,0.5608504067141202,1.9278420409885562
